oid,type,value
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2147756589,Gauge32,2147756589
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2147756590,Gauge32,2147756590
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2147756591,Gauge32,2147756591
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2147765557,Gauge32,2147765557
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2147765558,Gauge32,2147765558
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2147765559,Gauge32,2147765559
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2147765575,Gauge32,2147765575
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2147765576,Gauge32,2147765576
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2147765577,Gauge32,2147765577
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2147765578,Gauge32,2147765578
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2147765580,Gauge32,2147765580
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2147768496,Gauge32,2147768496
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2147768497,Gauge32,2147768497
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2147821886,Gauge32,2147821886
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2147821887,Gauge32,2147821887
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2147822086,Gauge32,2147822086
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2147822092,Gauge32,2147822092
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2147822098,Gauge32,2147822098
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2147822113,Gauge32,2147822113
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2147822114,Gauge32,2147822114
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2147822115,Gauge32,2147822115
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2147822116,Gauge32,2147822116
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148082822,Gauge32,2148082822
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148082823,Gauge32,2148082823
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148082825,Gauge32,2148082825
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148082826,Gauge32,2148082826
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148082827,Gauge32,2148082827
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148082828,Gauge32,2148082828
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148082836,Gauge32,2148082836
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148082837,Gauge32,2148082837
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148082838,Gauge32,2148082838
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148082840,Gauge32,2148082840
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148082841,Gauge32,2148082841
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148082842,Gauge32,2148082842
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148082844,Gauge32,2148082844
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148082846,Gauge32,2148082846
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148082847,Gauge32,2148082847
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148082848,Gauge32,2148082848
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148082849,Gauge32,2148082849
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148082850,Gauge32,2148082850
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148082851,Gauge32,2148082851
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148082852,Gauge32,2148082852
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148142458,Gauge32,2148142458
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148151419,Gauge32,2148151419
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148151420,Gauge32,2148151420
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148151421,Gauge32,2148151421
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148151422,Gauge32,2148151422
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148214494,Gauge32,2148214494
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148214495,Gauge32,2148214495
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148214496,Gauge32,2148214496
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148214497,Gauge32,2148214497
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148214498,Gauge32,2148214498
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148214510,Gauge32,2148214510
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148214512,Gauge32,2148214512
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148266387,Gauge32,2148266387
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148280038,Gauge32,2148280038
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148280039,Gauge32,2148280039
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148280040,Gauge32,2148280040
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148280041,Gauge32,2148280041
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148280056,Gauge32,2148280056
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148332027,Gauge32,2148332027
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148335723,Gauge32,2148335723
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148335738,Gauge32,2148335738
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148355367,Gauge32,2148355367
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148355368,Gauge32,2148355368
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148355369,Gauge32,2148355369
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148397066,Gauge32,2148397066
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148477939,Gauge32,2148477939
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148477940,Gauge32,2148477940
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148477941,Gauge32,2148477941
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148477942,Gauge32,2148477942
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148477943,Gauge32,2148477943
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148477944,Gauge32,2148477944
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148477945,Gauge32,2148477945
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148477946,Gauge32,2148477946
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148477947,Gauge32,2148477947
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148477948,Gauge32,2148477948
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148477949,Gauge32,2148477949
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148477950,Gauge32,2148477950
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148536024,Gauge32,2148536024
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148606612,Gauge32,2148606612
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148606614,Gauge32,2148606614
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148664946,Gauge32,2148664946
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148664948,Gauge32,2148664948
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148664949,Gauge32,2148664949
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148664950,Gauge32,2148664950
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148672146,Gauge32,2148672146
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148803566,Gauge32,2148803566
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148803567,Gauge32,2148803567
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148803568,Gauge32,2148803568
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148803569,Gauge32,2148803569
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148803570,Gauge32,2148803570
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148803571,Gauge32,2148803571
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148803572,Gauge32,2148803572
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148803573,Gauge32,2148803573
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148803574,Gauge32,2148803574
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148803575,Gauge32,2148803575
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148803576,Gauge32,2148803576
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148803577,Gauge32,2148803577
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148803578,Gauge32,2148803578
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148803579,Gauge32,2148803579
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148803580,Gauge32,2148803580
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148803581,Gauge32,2148803581
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148803582,Gauge32,2148803582
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148803583,Gauge32,2148803583
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148803584,Gauge32,2148803584
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148803585,Gauge32,2148803585
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148803586,Gauge32,2148803586
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148803587,Gauge32,2148803587
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148803588,Gauge32,2148803588
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148803589,Gauge32,2148803589
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148803590,Gauge32,2148803590
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148803591,Gauge32,2148803591
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148803592,Gauge32,2148803592
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148803593,Gauge32,2148803593
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148803594,Gauge32,2148803594
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148803595,Gauge32,2148803595
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148803596,Gauge32,2148803596
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148803597,Gauge32,2148803597
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148803598,Gauge32,2148803598
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148803599,Gauge32,2148803599
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148803600,Gauge32,2148803600
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148803601,Gauge32,2148803601
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148803602,Gauge32,2148803602
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148803603,Gauge32,2148803603
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148803604,Gauge32,2148803604
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148803605,Gauge32,2148803605
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148803606,Gauge32,2148803606
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148803607,Gauge32,2148803607
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148855813,Gauge32,2148855813
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148855814,Gauge32,2148855814
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148855815,Gauge32,2148855815
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148855816,Gauge32,2148855816
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148855817,Gauge32,2148855817
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148936641,Gauge32,2148936641
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148936642,Gauge32,2148936642
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148936644,Gauge32,2148936644
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148936645,Gauge32,2148936645
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148945391,Gauge32,2148945391
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148945392,Gauge32,2148945392
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148945393,Gauge32,2148945393
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148945394,Gauge32,2148945394
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148945395,Gauge32,2148945395
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148945396,Gauge32,2148945396
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148945397,Gauge32,2148945397
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148945398,Gauge32,2148945398
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148945399,Gauge32,2148945399
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148945400,Gauge32,2148945400
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148945402,Gauge32,2148945402
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148945403,Gauge32,2148945403
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148945404,Gauge32,2148945404
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148945405,Gauge32,2148945405
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148945406,Gauge32,2148945406
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148945407,Gauge32,2148945407
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148945408,Gauge32,2148945408
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148945409,Gauge32,2148945409
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148945410,Gauge32,2148945410
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148945413,Gauge32,2148945413
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148945414,Gauge32,2148945414
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148945415,Gauge32,2148945415
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148945416,Gauge32,2148945416
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148945417,Gauge32,2148945417
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148945419,Gauge32,2148945419
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148945422,Gauge32,2148945422
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148945423,Gauge32,2148945423
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148945424,Gauge32,2148945424
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148945426,Gauge32,2148945426
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148945427,Gauge32,2148945427
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148945431,Gauge32,2148945431
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148945434,Gauge32,2148945434
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148945437,Gauge32,2148945437
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148945439,Gauge32,2148945439
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148945440,Gauge32,2148945440
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148947544,Gauge32,2148947544
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148947545,Gauge32,2148947545
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148947546,Gauge32,2148947546
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148947548,Gauge32,2148947548
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148947549,Gauge32,2148947549
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148947550,Gauge32,2148947550
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148962336,Gauge32,2148962336
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148962337,Gauge32,2148962337
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148962338,Gauge32,2148962338
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148962339,Gauge32,2148962339
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148962340,Gauge32,2148962340
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148962341,Gauge32,2148962341
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148962342,Gauge32,2148962342
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148962343,Gauge32,2148962343
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148962344,Gauge32,2148962344
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148962351,Gauge32,2148962351
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148966001,Gauge32,2148966001
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148966002,Gauge32,2148966002
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148966003,Gauge32,2148966003
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2148966004,Gauge32,2148966004
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2149009129,Gauge32,2149009129
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2149013083,Gauge32,2149013083
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2149057218,Gauge32,2149057218
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2149067065,Gauge32,2149067065
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2149070312,Gauge32,2149070312
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2149070313,Gauge32,2149070313
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2149070324,Gauge32,2149070324
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2149070325,Gauge32,2149070325
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2149070326,Gauge32,2149070326
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2149070328,Gauge32,2149070328
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2149070329,Gauge32,2149070329
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2149070330,Gauge32,2149070330
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2149070331,Gauge32,2149070331
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2149070332,Gauge32,2149070332
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2149070333,Gauge32,2149070333
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2149118137,Gauge32,2149118137
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2149132606,Gauge32,2149132606
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2149135798,Gauge32,2149135798
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2149135799,Gauge32,2149135799
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2149135800,Gauge32,2149135800
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2149135801,Gauge32,2149135801
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2149135802,Gauge32,2149135802
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2149135803,Gauge32,2149135803
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2149135804,Gauge32,2149135804
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2149135805,Gauge32,2149135805
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2149135806,Gauge32,2149135806
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2149135807,Gauge32,2149135807
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2149135808,Gauge32,2149135808
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2149135809,Gauge32,2149135809
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2149135810,Gauge32,2149135810
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2149135811,Gauge32,2149135811
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2149135812,Gauge32,2149135812
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2149135813,Gauge32,2149135813
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2149135814,Gauge32,2149135814
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2149135815,Gauge32,2149135815
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2149135816,Gauge32,2149135816
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2149135817,Gauge32,2149135817
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2149135818,Gauge32,2149135818
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2149135819,Gauge32,2149135819
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2149135820,Gauge32,2149135820
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2149135821,Gauge32,2149135821
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2149135822,Gauge32,2149135822
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2149135823,Gauge32,2149135823
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2149135824,Gauge32,2149135824
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2149135825,Gauge32,2149135825
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2149135826,Gauge32,2149135826
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2149135827,Gauge32,2149135827
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2149135828,Gauge32,2149135828
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2149135829,Gauge32,2149135829
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2149135830,Gauge32,2149135830
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2149135831,Gauge32,2149135831
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2149135832,Gauge32,2149135832
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2149135833,Gauge32,2149135833
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2149135835,Gauge32,2149135835
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2149135837,Gauge32,2149135837
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2149135840,Gauge32,2149135840
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2149135841,Gauge32,2149135841
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2149135842,Gauge32,2149135842
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2149135843,Gauge32,2149135843
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2149135844,Gauge32,2149135844
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2149144679,Gauge32,2149144679
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2149183520,Gauge32,2149183520
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2149183521,Gauge32,2149183521
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2149183522,Gauge32,2149183522
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2149183684,Gauge32,2149183684
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2149183693,Gauge32,2149183693
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2149183694,Gauge32,2149183694
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2149183695,Gauge32,2149183695
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2149183696,Gauge32,2149183696
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2149183697,Gauge32,2149183697
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2149183698,Gauge32,2149183698
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2149183854,Gauge32,2149183854
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2149184107,Gauge32,2149184107
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2149195235,Gauge32,2149195235
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2149195236,Gauge32,2149195236
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2149195237,Gauge32,2149195237
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2149195238,Gauge32,2149195238
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2149195239,Gauge32,2149195239
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2149195240,Gauge32,2149195240
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2149195241,Gauge32,2149195241
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2149195242,Gauge32,2149195242
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2149195243,Gauge32,2149195243
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2149195244,Gauge32,2149195244
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2149195245,Gauge32,2149195245
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2149195248,Gauge32,2149195248
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2149195250,Gauge32,2149195250
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2149195251,Gauge32,2149195251
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2149249035,Gauge32,2149249035
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2149406455,Gauge32,2149406455
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2149406456,Gauge32,2149406456
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2149406457,Gauge32,2149406457
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2149406458,Gauge32,2149406458
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2149469629,Gauge32,2149469629
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2149469630,Gauge32,2149469630
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2149469631,Gauge32,2149469631
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2149469632,Gauge32,2149469632
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2149469633,Gauge32,2149469633
.1.3.6.1.4.1.2011.6.164.1.1.2.100.1.1.2149469634,Gauge32,2149469634
